number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_learning_starts,state
81,-2.1410800472287805,2025-11-21 15:35:15.683294,2025-11-21 16:17:17.139431,0 days 00:42:01.456137,0.003167110689223046,0.015312290005884618,12,COMPLETE
82,-0.991105699311112,2025-11-21 15:35:17.584403,2025-11-21 16:17:09.489461,0 days 00:41:51.905058,0.0056228812010879455,0.0006779066356677734,22,COMPLETE
83,-2.1950374544276734,2025-11-21 15:35:23.402749,2025-11-21 16:17:25.122262,0 days 00:42:01.719513,0.0064123890604146526,0.008376408865345027,10,COMPLETE
84,-0.7708136677958227,2025-11-21 15:35:23.671267,2025-11-21 16:17:24.704650,0 days 00:42:01.033383,0.005681125246575847,0.015323817305990084,10,COMPLETE
85,-0.33922359093515525,2025-11-21 15:35:25.568553,2025-11-21 16:17:16.902043,0 days 00:41:51.333490,0.006052257551869467,0.004281863885009963,24,COMPLETE
86,-1.3265096994276477,2025-11-21 15:35:26.297233,2025-11-21 16:17:11.367829,0 days 00:41:45.070596,0.0066132886397714625,0.0006364709141041722,23,COMPLETE
87,-0.18360144160728661,2025-11-21 15:35:27.627678,2025-11-21 16:17:19.441080,0 days 00:41:51.813402,0.006257703554514295,0.014590440098109602,24,COMPLETE
88,-1.185249308800987,2025-11-21 15:40:39.406425,2025-11-21 16:21:42.644059,0 days 00:41:03.237634,0.0029594836678424226,0.0005476769350455262,25,COMPLETE
89,-1.942380445927549,2025-11-21 15:40:44.022450,2025-11-21 16:21:50.891867,0 days 00:41:06.869417,0.0059765009438691044,0.013655850487339735,10,COMPLETE
90,-1.4220992730480984,2025-11-21 15:40:44.225333,2025-11-21 16:21:59.712720,0 days 00:41:15.487387,0.2794800823008725,0.0006465469354308506,11,COMPLETE
91,-0.043658755025402854,2025-11-21 15:40:46.897886,2025-11-21 16:22:09.495263,0 days 00:41:22.597377,0.003083751353154183,0.0005347300900659255,7,COMPLETE
92,-0.335514681995927,2025-11-21 15:40:52.254619,2025-11-21 16:22:05.914965,0 days 00:41:13.660346,0.003187367010052322,0.0006444132668145497,9,COMPLETE
93,-1.0181249164537904,2025-11-21 15:40:53.768823,2025-11-21 16:22:06.648990,0 days 00:41:12.880167,0.006181104576176742,0.014434513059674567,8,COMPLETE
94,-0.5526867510535864,2025-11-21 15:40:57.971571,2025-11-21 16:20:52.374515,0 days 00:39:54.402944,0.003005022766324218,0.0007281009064951645,75,COMPLETE
95,-1.5650060814425606,2025-11-21 15:41:00.191522,2025-11-21 16:22:01.770154,0 days 00:41:01.578632,0.0030767227655286583,0.014521760606464191,11,COMPLETE
96,-1.5101939499016028,2025-11-21 15:41:03.186781,2025-11-21 16:21:59.544414,0 days 00:40:56.357633,0.0030593960342801658,0.015080253735393024,10,COMPLETE
97,-0.7962338731150778,2025-11-21 15:41:05.212236,2025-11-21 16:22:05.697649,0 days 00:41:00.485413,0.003061567946223279,0.0007039818081532256,9,COMPLETE
98,-1.7532708504710934,2025-11-21 15:42:04.726132,2025-11-21 16:22:17.429690,0 days 00:40:12.703558,0.18516711704003158,0.0006813980561264087,9,COMPLETE
99,-0.7163205707337852,2025-11-21 15:42:07.425613,2025-11-21 16:21:59.186046,0 days 00:39:51.760433,0.006097105094373763,0.013991950118427535,24,COMPLETE
