#{"t_start": 1765983727.382072, "env_id": "None"}
r,l,t,r,r_stochastic,r_stochastic_1seed,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
0.003402669417157195,1,146.702734,0.003402669417157195,nan,nan,[2083.85321221 1613.06576016 2304.67783706],nan,[6001.39260189],[94.04872504 70.68698969 69.78920784],[94.04872504 70.68698969 69.78920784],[94.29951754 70.54951754 69.29951754],[ 0.2507925  23.61252785 24.5103097 ],[ 0.2507925  23.61252785 24.5103097 ],[ 0.   23.75 25.  ],94.29951754022011,10.0,0.07121969687916382
-0.05964748534709714,1,146.70303,-0.05964748534709714,nan,nan,[1963.19314189 1179.48589141 2171.8768526 ],nan,[5317.72777679],[91.42287713 61.69233304 63.87144547],[91.42287713 61.69233304 63.87144547],[92.0376299 63.2876299 64.5376299],[ 0.61475277 30.34529686 28.16618443],[ 0.61475277 30.34529686 28.16618443],[ 0.   28.75 27.5 ],92.03762989500738,10.0,0.033838145501734244
-0.00017028795703998543,1,146.703303,-0.00017028795703998543,nan,nan,[1594.78630868 1055.87019325 2165.69744597],nan,[4816.36214959],[90.04228272 62.53987469 61.96604885],[90.04228272 62.53987469 61.96604885],[90.29070057 62.79070057 61.54070057],[ 0.24841785 27.75082588 28.32465172],[ 0.24841785 27.75082588 28.32465172],[ 0.   27.5  28.75],90.29070057298112,10.0,0.07293472850594965
0.00109510443215447,1,146.953779,0.00109510443215447,nan,nan,[2019.83790853 1554.09380858 2248.24576854],nan,[5822.11372741],[93.3554789  69.95415654 67.55946841],[93.3554789  69.95415654 67.55946841],[93.6867186 69.9367186 67.4367186],[ 0.3312397  23.73256207 26.12725019],[ 0.3312397  23.73256207 26.12725019],[ 0.   23.75 26.25],93.68671860114928,10.0,0.064683231331874
-0.02915008538608789,1,146.954225,-0.02915008538608789,nan,nan,[1845.18072336 1069.77716812 2137.14645457],nan,[5053.5774682],[90.73402291 59.78808766 62.17570668],[90.73402291 59.78808766 62.17570668],[91.2211216 61.2211216 62.4711216],[ 0.48709869 31.43303394 29.04541492],[ 0.48709869 31.43303394 29.04541492],[ 0.   30.   28.75],91.22112160204556,10.0,0.04504307075299256
-0.022265595850639457,1,146.954515,-0.022265595850639457,nan,nan,[2158.26137157 1796.63975092 2260.72276328],nan,[6217.00813968],[94.55689041 73.61744492 69.26249592],[94.55689041 73.61744492 69.26249592],[95.04108517 73.79108517 70.04108517],[ 0.48419476 21.42364025 25.77858925],[ 0.48419476 21.42364025 25.77858925],[ 0.   21.25 25.  ],95.04108516953886,10.0,0.042530388309019326
-0.010709384556482142,1,146.954805,-0.010709384556482142,nan,nan,[2128.02381586 1421.10296641 2261.00303558],nan,[5810.75211365],[92.96333731 66.02178992 67.88535536],[92.96333731 66.02178992 67.88535536],[93.65605772 67.40605772 68.65605772],[ 0.69272041 27.63426781 25.77070236],[ 0.69272041 27.63426781 25.77070236],[ 0.   26.25 25.  ],93.65605772282906,10.0,0.02898608456948691
0.010500568714329165,1,146.955083,0.010500568714329165,nan,nan,[2129.58568756 1653.06221207 2300.09524844],nan,[6082.1044925],[94.29277413 70.87669842 69.93853085],[94.29277413 70.87669842 69.93853085],[94.58415024 70.83415024 69.58415024],[ 0.29137611 23.70745182 24.64561939],[ 0.29137611 23.70745182 24.64561939],[ 0.   23.75 25.  ],94.58415024165838,10.0,0.06691104443377462
-0.0025391453502463606,1,146.955365,-0.0025391453502463606,nan,nan,[1605.80380319 1040.38180564 2156.39656337],nan,[4802.70411983],[90.03382541 62.42995597 61.782187  ],[90.03382541 62.42995597 61.782187  ],[90.34366943 62.84366943 61.59366943],[ 0.30984402 27.91371346 28.56148243],[ 0.30984402 27.91371346 28.56148243],[ 0.   27.5  28.75],90.34366942552548,10.0,0.06598679353409599
-0.03229746639413185,1,146.955691,-0.03229746639413185,nan,nan,[1838.22729465 1078.67370194 2146.93554946],nan,[5065.47256535],[90.83660681 60.03497679 62.46188242],[90.83660681 60.03497679 62.46188242],[91.26224119 61.26224119 62.51224119],[ 0.42563438 31.2272644  28.80035877],[ 0.42563438 31.2272644  28.80035877],[ 0.   30.   28.75],91.26224119091015,10.0,0.051767173469004696
-0.03284347439748197,1,146.955977,-0.03284347439748197,nan,nan,[1643.27037975 1174.52209557 2210.93177211],nan,[5030.37639781],[90.76167797 66.14429449 63.89446472],[90.76167797 66.14429449 63.89446472],[91.03736614 66.03736614 63.53736614],[ 0.27568817 24.89307165 27.14290142],[ 0.27568817 24.89307165 27.14290142],[ 0.  25.  27.5],91.03736613916121,10.0,0.0740072321696831
-0.07667714063109538,1,146.956257,-0.07667714063109538,nan,nan,[2204.27548112 1671.93179567 2253.60949998],nan,[6134.52055171],[94.1055414  70.05718439 68.77818792],[94.1055414  70.05718439 68.77818792],[94.75613325 71.00613325 69.75613325],[ 0.65059185 24.69894886 25.97794533],[ 0.65059185 24.69894886 25.97794533],[ 0.   23.75 25.  ],94.75613324774893,10.0,0.029419761972248576
0.0008285737542683661,1,146.956542,0.0008285737542683661,nan,nan,[1905.74537993 1332.37476159 2208.38548641],nan,[5446.4605],[92.09916534 65.95978679 65.22516193],[92.09916534 65.95978679 65.22516193],[92.43596973 66.18596973 64.93596973],[ 0.33680439 26.47618294 27.2108078 ],[ 0.33680439 26.47618294 27.2108078 ],[ 0.   26.25 27.5 ],92.43596972738605,10.0,0.06669523772163385
-0.12268703664734568,1,147.203236,-0.12268703664734568,nan,nan,[2018.69531811 1224.44706367 2161.63300459],nan,[5411.41449045],[91.65345142 61.75810764 63.90953491],[91.65345142 61.75810764 63.90953491],[92.33792732 63.58792732 64.83792732],[ 0.6844759  30.57981968 28.42839241],[ 0.6844759  30.57981968 28.42839241],[ 0.   28.75 27.5 ],92.33792732209922,10.0,0.02632072281783021
-0.014828371469657115,1,147.203662,-0.014828371469657115,nan,nan,[2212.14560801 1820.60174445 2299.78474762],nan,[6333.47125072],[94.89337112 73.80308773 70.78929092],[94.89337112 73.80308773 70.78929092],[95.44405129 74.19405129 71.69405129],[ 0.55068016 21.64096355 24.65476036],[ 0.55068016 21.64096355 24.65476036],[ 0.   21.25 23.75],95.44405128516536,10.0,0.035381147260400904
-0.034522115701678964,1,147.203945,-0.034522115701678964,nan,nan,[1863.3788088  1078.49596905 2133.59674728],nan,[5077.22429037],[90.78292442 59.7823484  62.15963912],[90.78292442 59.7823484  62.15963912],[91.29339767 61.29339767 62.54339767],[ 0.51047325 31.51104927 29.13375854],[ 0.51047325 31.51104927 29.13375854],[ 0.   30.   28.75],91.29339766872394,10.0,0.04254551847194231
-0.09958081258482268,1,147.204232,-0.09958081258482268,nan,nan,[1821.90900605 1007.0315873  2071.73909955],nan,[4905.56469409],[90.23075094 57.63435354 60.13702383],[90.23075094 57.63435354 60.13702383],[90.76864233 59.51864233 60.76864233],[ 0.53789139 33.13428879 30.6316185 ],[ 0.53789139 33.13428879 30.6316185 ],[ 0.   31.25 30.  ],90.7686423282429,10.0,0.03627851550178959
0.007978166513913684,1,147.204515,0.007978166513913684,nan,nan,[1908.39546488 1486.59992353 2209.08228411],nan,[5603.63060555],[92.66891125 69.43146828 65.73331717],[92.66891125 69.43146828 65.73331717],[92.92555931 69.17555931 65.42555931],[ 0.25664806 23.49409103 27.19224215],[ 0.25664806 23.49409103 27.19224215],[ 0.   23.75 27.5 ],92.92555931194697,10.0,0.07470269643863864
-0.0001787997614951758,1,147.204806,-0.0001787997614951758,nan,nan,[2111.0225872  1781.11959675 2292.20608643],nan,[6184.35932801],[94.6856977  74.07073512 70.06099239],[94.6856977  74.07073512 70.06099239],[94.93781104 73.68781104 69.93781104],[ 0.25211334 20.86707592 24.87681866],[ 0.25211334 20.86707592 24.87681866],[ 0.   21.25 25.  ],94.93781104496918,10.0,0.06817933986300032
-0.04838224450868944,1,147.205087,-0.04838224450868944,nan,nan,[2189.50711572 1663.47865999 2262.54839315],nan,[6118.4944338],[94.11067674 70.19905756 68.9679117 ],[94.11067674 70.19905756 68.9679117 ],[94.69508359 70.94508359 69.69508359],[ 0.58440685 24.49602604 25.7271719 ],[ 0.58440685 24.49602604 25.7271719 ],[ 0.   23.75 25.  ],94.69508359451956,10.0,0.03626125878644186
0.0029721483719861454,1,147.205404,0.0029721483719861454,nan,nan,[1767.44392251 1011.81471117 2135.49415109],nan,[4914.60671537],[90.30615021 59.34858014 61.71116044],[90.30615021 59.34858014 61.71116044],[90.79773118 60.79773118 62.04773118],[ 0.49158096 31.44915104 29.08657074],[ 0.49158096 31.44915104 29.08657074],[ 0.   30.   28.75],90.79773117731094,10.0,0.04426565053375224
0.009934320657880184,1,147.205694,0.009934320657880184,nan,nan,[2117.66655744 1664.36744706 2249.04703963],nan,[6030.48195671],[94.07930798 70.67305512 68.30686755],[94.07930798 70.67305512 68.30686755],[94.41186852 70.66186852 68.16186852],[ 0.33256054 23.7388134  26.10500097],[ 0.33256054 23.7388134  26.10500097],[ 0.   23.75 26.25],94.41186852250992,10.0,0.06461506050907734
-0.010005389024540018,1,147.205976,-0.010005389024540018,nan,nan,[1700.26270567 1022.53442852 2134.82688889],nan,[4858.1100959],[90.14957387 60.74972588 61.51942689],[90.14957387 60.74972588 61.51942689],[90.62260109 61.87260109 61.87260109],[ 0.47302723 29.87287521 29.10317421],[ 0.47302723 29.87287521 29.10317421],[ 0.   28.75 28.75],90.6226010947789,10.0,0.04706286242258462
-0.004569244101696762,1,147.44897,-0.004569244101696762,nan,nan,[1641.22905573 1201.74659049 2157.51033858],nan,[5000.71447965],[90.66258589 66.02852265 62.39697377],[90.66258589 66.02852265 62.39697377],[90.93020121 65.93020121 62.18020121],[ 0.26761532 24.90167856 28.53322744],[ 0.26761532 24.90167856 28.53322744],[ 0.   25.   28.75],90.9302012093001,10.0,0.0739164758090966
-0.049931452085162545,1,147.449404,-0.049931452085162545,nan,nan,[2202.21047953 1684.3162452  2267.715458  ],nan,[6157.31662033],[94.28755388 70.44962987 69.25383195],[94.28755388 70.44962987 69.25383195],[94.83491048 71.08491048 69.83491048],[ 0.54735661 24.38528061 25.58107853],[ 0.54735661 24.38528061 25.58107853],[ 0.   23.75 25.  ],94.834910480914,10.0,0.04011551409102622
-0.012925537854609353,1,147.4497,-0.012925537854609353,nan,nan,[1758.60751474 1156.15497243 2154.54387048],nan,[5069.96167748],[90.91807071 63.27581111 62.64446202],[90.91807071 63.27581111 62.64446202],[91.25288192 63.75288192 62.50288192],[ 0.33481121 27.97707081 28.6084199 ],[ 0.33481121 27.97707081 28.6084199 ],[ 0.   27.5  28.75],91.25288191600737,10.0,0.06381158518855554
-0.005088907815725569,1,147.449987,-0.005088907815725569,nan,nan,[2127.68476255 1664.16476657 2242.23035405],nan,[6034.38696756],[94.03495514 70.55991852 68.12639916],[94.03495514 70.55991852 68.12639916],[94.42007267 70.67007267 68.17007267],[ 0.38511753 23.86015415 26.29367352],[ 0.38511753 23.86015415 26.29367352],[ 0.   23.75 26.25],94.42007267311648,10.0,0.0589988646064848
-0.018854444353884964,1,147.450269,-0.018854444353884964,nan,nan,[1919.387586   1252.44867685 2198.36540799],nan,[5371.21438347],[91.78766684 64.02334646 64.73444895],[91.78766684 64.02334646 64.73444895],[92.21082644 64.71082644 64.71082644],[ 0.4231596  28.18747997 27.47637749],[ 0.4231596  28.18747997 27.47637749],[ 0.  27.5 27.5],92.21082643770202,10.0,0.055861193748558385
-0.009398543304389361,1,147.450549,-0.009398543304389361,nan,nan,[1611.65643029 1020.18001291 2104.80228791],nan,[4737.083948],[89.83893794 60.7629053  60.28313321],[89.83893794 60.7629053  60.28313321],[90.12367648 61.37367648 60.12367648],[ 0.28473854 29.36077118 29.84054327],[ 0.28473854 29.36077118 29.84054327],[ 0.   28.75 30.  ],90.123676479169,10.0,0.06550423515625373
-0.003210280140482701,1,147.450825,-0.003210280140482701,nan,nan,[1929.71154799 1470.60719368 2191.69567366],nan,[5592.19394042],[92.54955657 69.14480574 65.28236277],[92.54955657 69.14480574 65.28236277],[92.93407805 69.18407805 65.43407805],[ 0.38452148 23.78927231 27.65171528],[ 0.38452148 23.78927231 27.65171528],[ 0.   23.75 27.5 ],92.93407805140295,10.0,0.06103666074531323
-0.013587107890694719,1,147.451145,-0.013587107890694719,nan,nan,[2195.4261655  1892.12668016 2313.29539216],nan,[6401.71804616],[95.30645528 75.71533599 71.43610635],[95.30645528 75.71533599 71.43610635],[95.68989911 75.68989911 71.93989911],[ 0.38344383 19.97456312 24.25379276],[ 0.38344383 19.97456312 24.25379276],[ 0.   20.   23.75],95.68989910813492,10.0,0.04976122399201518
-0.014244098178392485,1,147.451425,-0.014244098178392485,nan,nan,[1612.7990129   992.99298953 2090.26485624],nan,[4696.72586492],[89.70465839 60.46971976 59.89147365],[89.70465839 60.46971976 59.89147365],[90.08244693 61.33244693 60.08244693],[ 0.37778854 29.61272717 30.19097328],[ 0.37778854 29.61272717 30.19097328],[ 0.   28.75 30.  ],90.08244692941177,10.0,0.05564137647238594
0.004180146736917898,1,147.4517,0.004180146736917898,nan,nan,[2228.84258613 1889.67745691 2350.66642893],nan,[6468.91606179],[95.48359063 75.73883679 72.82306817],[95.48359063 75.73883679 72.82306817],[95.93116429 75.93116429 73.43116429],[ 0.44757366 20.1923275  23.10809612],[ 0.44757366 20.1923275  23.10809612],[ 0.  20.  22.5],95.93116428980142,10.0,0.043023167192451625
-0.006692202984154441,1,147.695598,-0.006692202984154441,nan,nan,[2106.99231712 1521.85728407 2286.65549753],nan,[5915.90100282],[93.55257755 68.52323776 68.95996338],[93.55257755 68.52323776 68.95996338],[93.99815327 68.99815327 68.99815327],[ 0.44557571 25.4749155  25.03818989],[ 0.44557571 25.4749155  25.03818989],[ 0. 25. 25.],93.99815326611873,10.0,0.05235846499631937
-0.00576523815152794,1,147.696022,-0.00576523815152794,nan,nan,[2008.69578478 1605.79769512 2240.53311174],nan,[5855.36416734],[93.46857119 71.42337847 67.46460486],[93.46857119 71.42337847 67.46460486],[93.80504179 71.30504179 67.55504179],[ 0.3364706  22.38166332 26.34043694],[ 0.3364706  22.38166332 26.34043694],[ 0.   22.5  26.25],93.8050417916482,10.0,0.062491858982392345
0.00019743230953861378,1,147.696309,0.00019743230953861378,nan,nan,[2193.3307928  1829.9748185  2326.42357296],nan,[6349.71664787],[95.16137942 74.36325177 71.65014132],[95.16137942 74.36325177 71.65014132],[95.50779208 74.25779208 71.75779208],[ 0.34641266 21.14454031 23.85765076],[ 0.34641266 21.14454031 23.85765076],[ 0.   21.25 23.75],95.50779207648685,10.0,0.057401103549234084
-0.00287262444898446,1,147.696595,-0.00287262444898446,nan,nan,[2017.39135473 1539.41725682 2241.97683598],nan,[5798.95202965],[93.23205912 69.76901495 67.31008017],[93.23205912 69.76901495 67.31008017],[93.61074412 69.86074412 67.36074412],[ 0.378685   23.84172916 26.30066395],[ 0.378685   23.84172916 26.30066395],[ 0.   23.75 26.25],93.61074411594693,10.0,0.05960504766380313
-0.020518552816208846,1,147.696879,-0.020518552816208846,nan,nan,[1931.86372328 1266.30213812 2199.48331745],nan,[5398.75692564],[91.88248644 64.13044462 64.85255489],[91.88248644 64.13044462 64.85255489],[92.29943285 64.79943285 64.79943285],[ 0.41694641 28.16898823 27.44687796],[ 0.41694641 28.16898823 27.44687796],[ 0.  27.5 27.5],92.29943284712061,10.0,0.05661916882680061
-0.04893594046777421,1,147.697156,-0.04893594046777421,nan,nan,[2054.78081796 1305.59623515 2214.82794972],nan,[5577.93461759],[92.20036143 63.83166426 65.8397209 ],[92.20036143 63.83166426 65.8397209 ],[92.87838095 65.37838095 66.62838095],[ 0.67801952 29.04671669 27.03866005],[ 0.67801952 29.04671669 27.03866005],[ 0.   27.5  26.25],92.87838094907075,10.0,0.029398647364978738
-0.023349044841492205,1,147.697432,-0.023349044841492205,nan,nan,[2045.61360359 1473.59478976 2229.82363317],nan,[5750.37468408],[92.92983335 67.87594598 66.81712431],[92.92983335 67.87594598 66.81712431],[93.45071596 68.45071596 67.20071596],[ 0.52088261 25.57476997 26.63359165],[ 0.52088261 25.57476997 26.63359165],[ 0.   25.   26.25],93.45071595776095,10.0,0.0464045862659212
-0.11510701221821724,1,147.69771,-0.11510701221821724,nan,nan,[2014.25866376 1221.17942526 2163.2850015 ],nan,[5404.94456072],[91.64239594 61.77272984 63.92976472],[91.64239594 61.77272984 63.92976472],[92.3160381 63.5660381 64.8160381],[ 0.67364216 30.54330826 28.38627338],[ 0.67364216 30.54330826 28.38627338],[ 0.   28.75 27.5 ],92.31603810052906,10.0,0.027505715693103422
-0.04926653238668506,1,147.698029,-0.04926653238668506,nan,nan,[2158.06658528 1675.00589664 2225.96613943],nan,[6062.02517094],[94.00234521 70.3416282  67.77241529],[94.00234521 70.3416282  67.77241529],[94.51080144 70.76080144 68.26080144],[ 0.50845623 24.16917324 26.73838615],[ 0.50845623 24.16917324 26.73838615],[ 0.   23.75 26.25],94.5108014427721,10.0,0.04609569242137103
0.005181723273070167,1,147.698311,0.005181723273070167,nan,nan,[1699.2956002  1011.73646435 2126.13515923],nan,[4836.91658816],[90.03618837 60.5101645  61.24433637],[90.03618837 60.5101645  61.24433637],[90.56291223 61.81291223 61.81291223],[ 0.52672386 30.05274773 29.31857586],[ 0.52672386 30.05274773 29.31857586],[ 0.   28.75 28.75],90.562912227911,10.0,0.0411719767461888
-0.001513071425304896,1,147.946787,-0.001513071425304896,nan,nan,[1901.33799803 1449.2776358  2196.31526193],nan,[5547.01482605],[92.4283255  69.07052883 65.24709591],[92.4283255  69.07052883 65.24709591],[92.77748951 69.02748951 65.27748951],[ 0.34916401 23.70696068 27.5303936 ],[ 0.34916401 23.70696068 27.5303936 ],[ 0.   23.75 27.5 ],92.77748950797526,10.0,0.06480022896107518
0.0005527744167076883,1,147.947222,0.0005527744167076883,nan,nan,[1649.96063272 1068.40641363 2153.78418913],nan,[4872.12430363],[90.27483366 62.63516329 61.97767637],[90.27483366 62.63516329 61.97767637],[90.60531996 63.10531996 61.85531996],[ 0.3304863  27.97015667 28.62764359],[ 0.3304863  27.97015667 28.62764359],[ 0.   27.5  28.75],90.60531995902355,10.0,0.06386543980676904
-0.07122409255727655,1,147.947509,-0.07122409255727655,nan,nan,[1685.37979936  963.59725551 2061.32632413],nan,[4713.66064102],[89.60940963 58.45157748 59.30796748],[89.60940963 58.45157748 59.30796748],[90.18444186 60.18444186 60.18444186],[ 0.57503223 31.73286438 30.87647438],[ 0.57503223 31.73286438 30.87647438],[ 0. 30. 30.],90.18444186336465,10.0,0.03321896634988761
-0.04541131655614807,1,147.947801,-0.04541131655614807,nan,nan,[1887.21384152 1089.85413694 2128.43791445],nan,[5107.82542369],[90.84321643 59.76387645 62.12573196],[90.84321643 59.76387645 62.12573196],[91.3873973 61.3873973 62.6373973],[ 0.54418087 31.62352085 29.26166534],[ 0.54418087 31.62352085 29.26166534],[ 0.   30.   28.75],91.38739730248524,10.0,0.0389379707682775
-0.06639665092285836,1,147.948082,-0.06639665092285836,nan,nan,[1670.46387321  963.06515849 2073.01825077],nan,[4709.67434851],[89.6569523  58.66188375 59.55921976],[89.6569523  58.66188375 59.55921976],[90.16062109 60.16062109 60.16062109],[ 0.50366879 31.49873734 30.60140133],[ 0.50366879 31.49873734 30.60140133],[ 0. 30. 30.],90.1606210863745,10.0,0.0408242591561475
-0.0014073486004890121,1,147.948362,-0.0014073486004890121,nan,nan,[2150.8668298  1795.12878347 2338.32367861],nan,[6284.40773541],[95.04121969 74.35229013 71.79488609],[95.04121969 74.35229013 71.79488609],[95.28762052 74.03762052 71.53762052],[ 0.24640083 20.93533039 23.49273443],[ 0.24640083 20.93533039 23.49273443],[ 0.   21.25 23.75],95.28762052216071,10.0,0.06782741568278901
-0.009239739177914355,1,147.948649,-0.009239739177914355,nan,nan,[2206.70644049 1824.91401559 2309.44836281],nan,[6341.65477125],[94.9906824  74.03433302 71.10309103],[94.9906824  74.03433302 71.10309103],[95.4717348 74.2217348 71.7217348],[ 0.4810524  21.43740177 24.36864376],[ 0.4810524  21.43740177 24.36864376],[ 0.   21.25 23.75],95.4717347953675,10.0,0.043169356182617066
-0.009333137587200377,1,147.948925,-0.009333137587200377,nan,nan,[2099.46494248 1524.09258117 2292.06965266],nan,[5916.17934147],[93.60024012 68.6584524  69.12202157],[93.60024012 68.6584524  69.12202157],[94.00281943 69.00281943 69.00281943],[ 0.40257931 25.34436703 24.88079786],[ 0.40257931 25.34436703 24.88079786],[ 0. 25. 25.],94.00281943131824,10.0,0.05673619048380446
-0.0008759160657524841,1,147.9492,-0.0008759160657524841,nan,nan,[2154.6909984  1788.86977784 2331.3745902 ],nan,[6274.99033009],[94.94411804 74.19485189 71.54107906],[94.94411804 74.19485189 71.54107906],[95.24759628 73.99759628 71.49759628],[ 0.30347824 21.05274439 23.70651722],[ 0.30347824 21.05274439 23.70651722],[ 0.   21.25 23.75],95.2475962794886,10.0,0.06188751372888382
-0.0025854390281220695,1,147.949514,-0.0025854390281220695,nan,nan,[2071.38307531 1497.75954274 2227.03925509],nan,[5796.33173377],[93.06051563 67.95885395 66.89433884],[93.06051563 67.95885395 66.89433884],[93.60361408 68.60361408 67.35361408],[ 0.54309845 25.64476013 26.70927525],[ 0.54309845 25.64476013 26.70927525],[ 0.   25.   26.25],93.60361408384685,10.0,0.044170853843517634
-0.03873005469333939,1,148.19741,-0.03873005469333939,nan,nan,[2164.33771704 1688.90147932 2231.29695194],nan,[6086.89360552],[94.13242808 70.53099623 68.0089902 ],[94.13242808 70.53099623 68.0089902 ],[94.60244646 70.85244646 68.35244646],[ 0.47001839 24.07145023 26.59345627],[ 0.47001839 24.07145023 26.59345627],[ 0.   23.75 26.25],94.60244646386694,10.0,0.050123520936390054
-0.0139155643905736,1,148.197846,-0.0139155643905736,nan,nan,[1788.01173492 1194.60412122 2159.48363539],nan,[5142.81514328],[91.15002544 63.56307419 62.97260912],[91.15002544 63.56307419 62.97260912],[91.45570667 63.95570667 62.70570667],[ 0.30568123 27.89263248 28.48309755],[ 0.30568123 27.89263248 28.48309755],[ 0.   27.5  28.75],91.4557066713208,10.0,0.06718340744786228
-0.04204066297893408,1,148.19814,-0.04204066297893408,nan,nan,[1903.44378198 1092.35866042 2193.32613133],nan,[5191.31103531],[91.16333094 60.21386709 64.0451869 ],[91.16333094 60.21386709 64.0451869 ],[91.65414419 61.65414419 64.15414419],[ 0.49081326 31.4402771  27.60895729],[ 0.49081326 31.4402771  27.60895729],[ 0.  30.  27.5],91.65414419248481,10.0,0.046492414396497476
-0.029385612494926758,1,148.198433,-0.029385612494926758,nan,nan,[1827.0036553  1067.72417108 2145.1422364 ],nan,[5041.3514948],[90.74991457 59.92383711 62.34047644],[90.74991457 59.92383711 62.34047644],[91.18588679 61.18588679 62.43588679],[ 0.43597221 31.26204967 28.84541035],[ 0.43597221 31.26204967 28.84541035],[ 0.   30.   28.75],91.18588678555724,10.0,0.050589234927152504
-0.08470214589572751,1,148.198727,-0.08470214589572751,nan,nan,[1867.73361528 1008.05354603 2123.10078255],nan,[5003.1256987],[90.46483223 57.75807564 61.66782085],[90.46483223 57.75807564 61.66782085],[91.06121723 59.81121723 62.31121723],[ 0.596385   33.30314159 29.39339638],[ 0.596385   33.30314159 29.39339638],[ 0.   31.25 28.75],91.06121723146104,10.0,0.032367427167086904
-0.07450766637305523,1,148.199007,-0.07450766637305523,nan,nan,[2117.72262917 1297.85933371 2221.28778123],nan,[5641.07277579],[92.42929257 62.59549416 66.2232045 ],[92.42929257 62.59549416 66.2232045 ],[93.08812893 64.33812893 66.83812893],[ 0.65883636 30.49263477 26.86492443],[ 0.65883636 30.49263477 26.86492443],[ 0.   28.75 26.25],93.08812893229374,10.0,0.030959307916888546
-0.035256763570589524,1,148.199283,-0.035256763570589524,nan,nan,[2167.63398072 1555.25449153 2263.59287323],nan,[5988.59272946],[93.61179892 68.20582453 68.54238097],[93.61179892 68.20582453 68.54238097],[94.2400891 69.2400891 69.2400891],[ 0.62829018 26.03426456 25.69770813],[ 0.62829018 26.03426456 25.69770813],[ 0. 25. 25.],94.24008909649116,10.0,0.033798027566177086
0.001913954405299179,1,148.199564,0.001913954405299179,nan,nan,[1884.66929724 1292.4921314  2200.22713109],nan,[5377.28564093],[91.84312918 65.6074486  64.80450489],[91.84312918 65.6074486  64.80450489],[92.23173715 65.98173715 64.73173715],[ 0.38860798 26.62428856 27.42723227],[ 0.38860798 26.62428856 27.42723227],[ 0.   26.25 27.5 ],92.23173715403728,10.0,0.060688205117432135
-0.04491937897873832,1,148.199848,-0.04491937897873832,nan,nan,[2248.51120578 1867.4513852  2301.10935432],nan,[6419.95574955],[95.20724929 74.12954486 71.13652862],[95.20724929 74.12954486 71.13652862],[95.75226939 74.50226939 72.00226939],[ 0.5450201  21.62272453 24.61574078],[ 0.5450201  21.62272453 24.61574078],[ 0.   21.25 23.75],95.75226939259835,10.0,0.03620802961055917
-0.010243614256244543,1,148.200127,-0.010243614256244543,nan,nan,[1847.0774694  1220.21674128 2149.259678  ],nan,[5217.08830709],[91.35283497 63.63928345 62.98666027],[91.35283497 63.63928345 62.98666027],[91.72852543 64.22852543 62.97852543],[ 0.37569046 28.08924198 28.74186516],[ 0.37569046 28.08924198 28.74186516],[ 0.   27.5  28.75],91.72852542752152,10.0,0.059581206447712004
-0.1122676693107176,1,148.554015,-0.1122676693107176,nan,nan,[1905.49947119 1035.33009188 2122.79886785],nan,[5069.31963792],[90.66278401 57.94572773 61.86313095],[90.66278401 57.94572773 61.86313095],[91.26396122 60.01396122 62.51396122],[ 0.60117722 33.31823349 29.40083027],[ 0.60117722 33.31823349 29.40083027],[ 0.   31.25 28.75],91.2639612237219,10.0,0.03198955770622455
-0.007048192820557287,1,148.554499,-0.007048192820557287,nan,nan,[1949.67913964 1558.52529303 2251.15500658],nan,[5759.76539862],[93.20540572 71.26940632 67.41313124],[93.20540572 71.26940632 67.41313124],[93.45950747 70.95950747 67.20950747],[ 0.25410175 22.19010115 26.04637623],[ 0.25410175 22.19010115 26.04637623],[ 0.   22.5  26.25],93.45950747010326,10.0,0.07137735541507002
-0.03156486895701164,1,148.554795,-0.03156486895701164,nan,nan,[1884.4782065  1072.94298209 2190.19988435],nan,[5149.24642582],[91.01005266 60.01541326 63.8286371 ],[91.01005266 60.01541326 63.8286371 ],[91.51951978 61.51951978 64.01951978],[ 0.50946712 31.50410652 27.69088268],[ 0.50946712 31.50410652 27.69088268],[ 0.  30.  27.5],91.51951978425876,10.0,0.04434523191711144
-0.011465784126421479,1,148.555083,-0.011465784126421479,nan,nan,[1813.61390859 1214.89033689 2158.83551897],nan,[5187.93460184],[91.29035481 63.69302281 63.10276755],[91.29035481 63.69302281 63.10276755],[91.60233983 64.10233983 62.85233983],[ 0.31198502 27.90931702 28.49957228],[ 0.31198502 27.90931702 28.49957228],[ 0.   27.5  28.75],91.60233982858641,10.0,0.06657966861415132
0.007546672137129068,1,148.55537,0.007546672137129068,nan,nan,[2222.23668642 1881.90006255 2351.03718318],nan,[6454.6868181],[95.43607523 75.69576074 72.78362085],[95.43607523 75.69576074 72.78362085],[95.88006307 75.88006307 73.38006307],[ 0.44398785 20.18430233 23.09644222],[ 0.44398785 20.18430233 23.09644222],[ 0.  20.  22.5],95.88006307361077,10.0,0.043400016135329976
