#{"t_start": 1765983727.382072, "env_id": "None"}
r,l,t,r,r_stochastic,r_stochastic_1seed,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
-0.013107198804104488,1,46.385052,-0.013107198804104488,nan,nan,[2006.5939027  1257.41241847 2216.72284444],nan,[5481.44762986],[91.89998804 63.57111154 65.57311712],[91.89998804 63.57111154 65.57311712],[92.56093202 65.06093202 66.31093202],[ 0.66094398 28.98982048 26.9878149 ],[ 0.66094398 28.98982048 26.9878149 ],[ 0.   27.5  26.25],92.5609320229022,10.0,0.031078171109030512
-0.0028748723431027243,1,46.385336,-0.0028748723431027243,nan,nan,[1909.74324198 1219.4462985  2184.31709728],nan,[5313.65939868],[91.51369918 63.53694308 64.18201316],[91.51369918 63.53694308 64.18201316],[92.02639449 64.52639449 64.52639449],[ 0.51269531 28.48945141 27.84438133],[ 0.51269531 28.48945141 27.84438133],[ 0.  27.5 27.5],92.02639449158578,10.0,0.04582685922263439
-0.02089248583435978,1,46.385613,-0.02089248583435978,nan,nan,[1833.26771686 1056.51313407 2133.81164697],nan,[5024.64227057],[90.62376512 59.6312858  62.00218691],[90.62376512 59.6312858  62.00218691],[91.13060488 61.13060488 62.38060488],[ 0.50683975 31.49931908 29.12841797],[ 0.50683975 31.49931908 29.12841797],[ 0.   30.   28.75],91.13060487511245,10.0,0.04283036103690545
-0.001228834061262681,1,46.385888,-0.001228834061262681,nan,nan,[1989.13184432 1243.9356891  2220.54917672],nan,[5453.68372686],[91.83714055 63.57217931 65.58625363],[91.83714055 63.57217931 65.58625363],[92.47110032 64.97110032 66.22110032],[ 0.63395977 28.89892101 26.88484669],[ 0.63395977 28.89892101 26.88484669],[ 0.   27.5  26.25],92.4711003189089,10.0,0.03400587332689798
0.0071540133594698765,1,46.38616,0.0071540133594698765,nan,nan,[1610.37925099 1074.6648387  2168.42044394],nan,[4853.11734097],[90.16242253 62.68701302 62.13951336],[90.16242253 62.68701302 62.13951336],[90.39444672 62.89444672 61.64444672],[ 0.23202419 27.7074337  28.25493336],[ 0.23202419 27.7074337  28.25493336],[ 0.   27.5  28.75],90.39444671923088,10.0,0.07488117024029345
-0.009474108399989002,1,46.386434,-0.009474108399989002,nan,nan,[2108.40513354 1413.98904641 2272.69739894],nan,[5795.64066417],[93.00284717 66.24781463 68.1650624 ],[93.00284717 66.24781463 68.1650624 ],[93.60447738 67.35447738 68.60447738],[ 0.60163021 27.35666275 25.43941498],[ 0.60163021 27.35666275 25.43941498],[ 0.   26.25 25.  ],93.60447738216621,10.0,0.0382525629818241
0.011570859951983032,1,46.386708,0.011570859951983032,nan,nan,[2138.62345879 1661.81031038 2299.4592204 ],nan,[6099.18726115],[94.34822838 70.92423718 69.9810962 ],[94.34822838 70.92423718 69.9810962 ],[94.64543622 70.89543622 69.64543622],[ 0.29720783 23.72119904 24.66434002],[ 0.29720783 23.72119904 24.66434002],[ 0.   23.75 25.  ],94.64543621590845,10.0,0.0662929775719753
-0.002881635151066838,1,46.386976,-0.002881635151066838,nan,nan,[2111.22940047 1722.69231476 2240.04415776],nan,[6074.14090758],[94.21809476 72.15599578 68.21103853],[94.21809476 72.15599578 68.21103853],[94.56493181 72.06493181 68.31493181],[ 0.34683704 22.40893602 26.35389328],[ 0.34683704 22.40893602 26.35389328],[ 0.   22.5  26.25],94.56493180624345,10.0,0.06141124523088528
-0.01665674735329818,1,46.387245,-0.01665674735329818,nan,nan,[2146.31270481 1557.9516447  2281.92560946],nan,[5987.18722962],[93.75072061 68.6364752  69.0611416 ],[93.75072061 68.6364752  69.0611416 ],[94.23601686 69.23601686 69.23601686],[ 0.48529625 25.59954166 25.17487526],[ 0.48529625 25.59954166 25.17487526],[ 0. 25. 25.],94.23601686437661,10.0,0.0483564404265209
-0.0015393962041613568,1,46.632806,-0.0015393962041613568,nan,nan,[1944.04590125 1498.94146068 2197.23532897],nan,[5640.30951761],[92.73234406 69.37796631 65.57171383],[92.73234406 69.37796631 65.57171383],[93.07787933 69.32787933 65.57787933],[ 0.34553528 23.69991302 27.5061655 ],[ 0.34553528 23.69991302 27.5061655 ],[ 0.   23.75 27.5 ],93.07787933411568,10.0,0.0652182732950266
-0.018591962273630195,1,46.633271,-0.018591962273630195,nan,nan,[2170.79677734 1826.8048833  2273.00034942],nan,[6271.76805481],[94.83125564 74.02289268 69.80007049],[94.83125564 74.02289268 69.80007049],[95.23084518 73.98084518 70.23084518],[ 0.39958954 21.2079525  25.43077469],[ 0.39958954 21.2079525  25.43077469],[ 0.   21.25 25.  ],95.23084517922977,10.0,0.05225179062216842
-0.008692374087182025,1,46.633566,-0.008692374087182025,nan,nan,[2133.7544351  1668.72069317 2240.82217201],nan,[6043.82265195],[94.05643728 70.56669023 68.1202009 ],[94.05643728 70.56669023 68.1202009 ],[94.45267942 70.70267942 68.20267942],[ 0.39624214 23.88598919 26.33247852],[ 0.39624214 23.88598919 26.33247852],[ 0.   23.75 26.25],94.4526794221074,10.0,0.0578124891758502
-0.0741500450483273,1,46.633856,-0.0741500450483273,nan,nan,[2197.13128851 1581.90130781 2255.60438152],nan,[6039.11498432],[93.72657931 68.18896926 68.49583304],[93.72657931 68.18896926 68.49583304],[94.41802657 69.41802657 69.41802657],[ 0.69144726 26.22905731 25.92219353],[ 0.69144726 26.22905731 25.92219353],[ 0. 25. 25.],94.41802656908139,10.0,0.027399193847299233
-0.0020867688197744117,1,46.634134,-0.0020867688197744117,nan,nan,[1594.90557032 1052.13346886 2164.19176332],nan,[4811.33120387],[90.03201396 62.5140229  61.92716987],[90.03201396 62.5140229  61.92716987],[90.29029758 62.79029758 61.54029758],[ 0.25828362 27.77627468 28.36312771],[ 0.25828362 27.77627468 28.36312771],[ 0.   27.5  28.75],90.29029757999949,10.0,0.07180253267759296
0.0011700548691367671,1,46.634412,0.0011700548691367671,nan,nan,[1659.38835239 1073.90816847 2152.98899738],nan,[4886.22834669],[90.32310737 62.6730038  62.01175464],[90.32310737 62.6730038  62.01175464],[90.65950645 63.15950645 61.90950645],[ 0.33639908 27.98650265 28.64775181],[ 0.33639908 27.98650265 28.64775181],[ 0.   27.5  28.75],90.65950644569138,10.0,0.06324409097627866
-0.00864327001958571,1,46.63469,-0.00864327001958571,nan,nan,[1965.53140637 1436.25586672 2193.92297885],nan,[5596.19394609],[92.52930234 67.70865033 65.35407613],[92.52930234 67.70865033 65.35407613],[92.94736455 67.94736455 65.44736455],[ 0.41806221 25.23871422 27.59328842],[ 0.41806221 25.23871422 27.59328842],[ 0.  25.  27.5],92.9473645512276,10.0,0.0587293672921451
-0.014531605695047042,1,46.634964,-0.014531605695047042,nan,nan,[2124.64370797 1424.31498743 2266.95739475],nan,[5816.76135897],[93.02579962 66.17734515 68.07014071],[93.02579962 66.17734515 68.07014071],[93.67270552 67.42270552 68.67270552],[ 0.6469059  27.49536037 25.60256481],[ 0.6469059  27.49536037 25.60256481],[ 0.   26.25 25.  ],93.6727055206838,10.0,0.03365395754382617
-0.01222083510190699,1,46.635235,-0.01222083510190699,nan,nan,[2146.26979464 1793.81100281 2270.94587219],nan,[6211.78580174],[94.61027693 73.78249954 69.53291487],[94.61027693 73.78249954 69.53291487],[95.02222609 73.77222609 70.02222609],[ 0.41194916 21.23972654 25.48931122],[ 0.41194916 21.23972654 25.48931122],[ 0.   21.25 25.  ],95.0222260880964,10.0,0.05077750195521959
0.003298180981755833,1,46.635508,0.003298180981755833,nan,nan,[1774.00276578 1252.49566273 2158.85259437],nan,[5185.18000625],[91.2791169  65.17095688 63.06975248],[91.2791169  65.17095688 63.06975248],[91.56889084 65.31889084 62.81889084],[ 0.28977394 26.39793396 28.49913836],[ 0.28977394 26.39793396 28.49913836],[ 0.   26.25 28.75],91.56889083793422,10.0,0.07038141699194617
-0.024441319919580658,1,46.882347,-0.024441319919580658,nan,nan,[1895.09768268 1239.34257107 2132.46767375],nan,[5268.19554403],[91.40179155 63.48795888 62.72507188],[91.40179155 63.48795888 62.72507188],[91.88687322 64.38687322 63.13687322],[ 0.48508167 28.39891434 29.16180134],[ 0.48508167 28.39891434 29.16180134],[ 0.   27.5  28.75],91.88687322212364,10.0,0.04750131634029972
-0.04788045439061073,1,46.882808,-0.04788045439061073,nan,nan,[2156.592786   1673.69088455 2226.25241952],nan,[6059.43737622],[93.99524033 70.33793747 67.77094185],[93.99524033 70.33793747 67.77094185],[94.5015651 70.7515651 68.2515651],[ 0.50632477 24.16362762 26.73062325],[ 0.50632477 24.16362762 26.73062325],[ 0.   23.75 26.25],94.50156509882792,10.0,0.046319761192331325
-0.061942993276315875,1,46.883146,-0.061942993276315875,nan,nan,[1658.65138393  956.98812706 2075.51691244],nan,[4694.06406722],[89.6217203  58.66245269 59.56645011],[89.6217203  58.66245269 59.56645011],[90.10873794 60.10873794 60.10873794],[ 0.48701763 31.44628525 30.54228783],[ 0.48701763 31.44628525 30.54228783],[ 0. 30. 30.],90.10873793576444,10.0,0.04249612906790767
-0.03840611763459679,1,46.883433,-0.03840611763459679,nan,nan,[2181.31087907 1823.73807066 2259.49253844],nan,[6266.94837974],[94.71852352 73.7605386  69.39994861],[94.71852352 73.7605386  69.39994861],[95.21312763 73.96312763 70.21312763],[ 0.49460411 21.45258904 25.81317902],[ 0.49460411 21.45258904 25.81317902],[ 0.   21.25 25.  ],95.21312763103073,10.0,0.04142905706261231
-0.021786566448626404,1,46.883713,-0.021786566448626404,nan,nan,[2010.16974587 1267.4982378  2222.1091749 ],nan,[5500.97563228],[91.9969358  63.7524118  65.77968498],[91.9969358  63.7524118  65.77968498],[92.62243648 65.12243648 66.37243648],[ 0.62550068 28.87002468 26.8427515 ],[ 0.62550068 28.87002468 26.8427515 ],[ 0.   27.5  26.25],92.62243648277762,10.0,0.03504182305517365
0.0014449787193682544,1,46.883991,0.0014449787193682544,nan,nan,[2123.53430586 1510.85644352 2268.93733001],nan,[5903.24277878],[93.36918437 68.05800998 68.40685451],[93.36918437 68.05800998 68.40685451],[93.95326221 68.95326221 68.95326221],[ 0.58407784 25.89525223 25.5464077 ],[ 0.58407784 25.89525223 25.5464077 ],[ 0. 25. 25.],93.95326220667073,10.0,0.038248423817845476
-0.01330769163869934,1,46.88427,-0.01330769163869934,nan,nan,[1606.66683839  989.90722708 2092.15382886],nan,[4689.35193882],[89.68791531 60.47422455 59.90739868],[89.68791531 60.47422455 59.90739868],[90.05307243 61.30307243 60.05307243],[ 0.36515713 29.57884789 30.14567375],[ 0.36515713 29.57884789 30.14567375],[ 0.   28.75 30.  ],90.05307243435844,10.0,0.05695340963125772
-0.007470281235322622,1,46.884544,-0.007470281235322622,nan,nan,[2072.67741057 1743.09906275 2297.01328349],nan,[6113.24643352],[94.48453375 73.91964384 69.96086546],[94.48453375 73.91964384 69.96086546],[94.69706484 73.44706484 69.69706484],[ 0.21253109 20.777421   24.73619938],[ 0.21253109 20.777421   24.73619938],[ 0.   21.25 25.  ],94.69706484253255,10.0,0.07236971003188589
-0.011221893184297824,1,46.884817,-0.011221893184297824,nan,nan,[1831.72672135 1280.58231275 2214.34943404],nan,[5327.25628715],[91.72880479 65.65887757 64.96793338],[91.72880479 65.65887757 64.96793338],[92.01941796 65.76941796 64.51941796],[ 0.29061317 26.36054039 27.05148458],[ 0.29061317 26.36054039 27.05148458],[ 0.   26.25 27.5 ],92.01941796088036,10.0,0.07183298376025041
-0.026080603327193353,1,46.885094,-0.026080603327193353,nan,nan,[1664.8871601  1188.34031521 2208.70114984],nan,[5063.24915107],[90.87620234 66.23479103 63.96741127],[90.87620234 66.23479103 63.96741127],[91.16981005 66.16981005 63.66981005],[ 0.29360771 24.93501902 27.20239878],[ 0.29360771 24.93501902 27.20239878],[ 0.  25.  27.5],91.1698100502788,10.0,0.0721052052862842
-0.02918608551252418,1,47.130086,-0.02918608551252418,nan,nan,[1990.91016335 1276.04622781 2239.95351234],nan,[5508.51762417],[92.14639913 64.19017087 66.29423868],[92.14639913 64.19017087 66.29423868],[92.65062581 65.15062581 66.40062581],[ 0.50422668 28.46045494 26.35638714],[ 0.50422668 28.46045494 26.35638714],[ 0.   27.5  26.25],92.65062581436528,10.0,0.04848112146619707
0.0077313340093269674,1,47.130501,0.0077313340093269674,nan,nan,[2113.46792927 1658.46315672 2248.30082868],nan,[6019.76650641],[94.03501759 70.62192689 68.24721585],[94.03501759 70.62192689 68.24721585],[94.37293778 70.62293778 68.12293778],[ 0.33792019 23.75101089 26.12572193],[ 0.33792019 23.75101089 26.12572193],[ 0.   23.75 26.25],94.372937781677,10.0,0.06403827807024104
0.005389113380070165,1,47.130841,0.005389113380070165,nan,nan,[1834.08664631 1291.24847394 2153.35536151],nan,[5278.40602247],[91.56502822 65.39652445 63.25673917],[91.56502822 65.39652445 63.25673917],[91.89522841 65.64522841 63.14522841],[ 0.3302002  26.49870396 28.63848925],[ 0.3302002  26.49870396 28.63848925],[ 0.   26.25 28.75],91.89522841148818,10.0,0.06594690997485655
-0.005399982079646792,1,47.131126,-0.005399982079646792,nan,nan,[1964.91125714 1337.91075042 2248.06811077],nan,[5551.18988159],[92.36804665 66.09209717 66.66321219],[92.36804665 66.09209717 66.66321219],[92.79539288 66.54539288 66.54539288],[ 0.42734623 26.70329571 26.13218069],[ 0.42734623 26.70329571 26.13218069],[ 0.   26.25 26.25],92.79539287980451,10.0,0.05770294856384392
-0.020298920683947914,1,47.131404,-0.020298920683947914,nan,nan,[2219.91113708 1833.81635049 2302.73166091],nan,[6357.74970304],[94.99723811 73.95353217 70.96086879],[94.99723811 73.95353217 70.96086879],[95.52873511 74.27873511 71.77873511],[ 0.531497   21.57520294 24.56786633],[ 0.531497   21.57520294 24.56786633],[ 0.   21.25 23.75],95.52873511318276,10.0,0.03768193739987749
0.0024302667771067777,1,47.131686,0.0024302667771067777,nan,nan,[2238.25112669 1892.89598787 2342.70998023],nan,[6473.69976662],[95.43250088 75.59719566 72.59076599],[95.43250088 75.59719566 72.59076599],[95.94754223 75.94754223 73.44754223],[ 0.51504135 20.35034657 23.35677624],[ 0.51504135 20.35034657 23.35677624],[ 0.  20.  22.5],95.94754222882553,10.0,0.0363288590821455
-0.09099976460696026,1,47.131968,-0.09099976460696026,nan,nan,[1806.68445722  985.68261683 2057.98553628],nan,[4854.77044001],[89.99523952 57.22647502 59.66669395],[89.99523952 57.22647502 59.66669395],[90.62130763 59.37130763 60.62130763],[ 0.62606812 33.39483261 30.95461369],[ 0.62606812 33.39483261 30.95461369],[ 0.   31.25 30.  ],90.62130763378619,10.0,0.027582758321491565
-0.0026595814118113635,1,47.132247,-0.0026595814118113635,nan,nan,[1616.17721632 1051.58276849 2157.59619113],nan,[4825.48451363],[90.10839459 62.51763341 61.88038108],[90.10839459 62.51763341 61.88038108],[90.41142937 62.91142937 61.66142937],[ 0.30303478 27.89379597 28.5310483 ],[ 0.30303478 27.89379597 28.5310483 ],[ 0.   27.5  28.75],90.41142937380044,10.0,0.0667886935595808
-0.0011489391226931155,1,47.132523,-0.0011489391226931155,nan,nan,[2194.08554598 1888.60143525 2380.66018473],nan,[6463.42142674],[95.75685825 76.28273811 73.79930582],[95.75685825 76.28273811 73.79930582],[95.94461288 75.94461288 73.44461288],[ 0.18775463 19.66187477 22.14530706],[ 0.18775463 19.66187477 22.14530706],[ 0.  20.  22.5],95.94461288356364,10.0,0.07065056997288433
-0.03458789508430587,1,47.132805,-0.03458789508430587,nan,nan,[1972.9568601  1269.71121744 2177.04923255],nan,[5421.59252482],[91.80138885 63.70229065 64.3330413 ],[91.80138885 63.70229065 64.3330413 ],[92.36588298 64.86588298 64.86588298],[ 0.56449413 28.66359234 28.03284168],[ 0.56449413 28.66359234 28.03284168],[ 0.  27.5 27.5],92.36588298449895,10.0,0.04031963844988914
-0.030296527555085523,1,47.378904,-0.030296527555085523,nan,nan,[2170.07233223 1576.14987426 2276.38171555],nan,[6024.42911487],[93.83259217 68.62490098 69.02855317],[93.83259217 68.62490098 69.02855317],[94.36268727 69.36268727 69.36268727],[ 0.5300951  25.73778629 25.3341341 ],[ 0.5300951  25.73778629 25.3341341 ],[ 0. 25. 25.],94.36268727322506,10.0,0.04381796671531636
-0.04139214434558921,1,47.379323,-0.04139214434558921,nan,nan,[1946.43622767 1097.50900245 2171.62262318],nan,[5217.72758263],[91.09469666 59.80774655 63.55552926],[91.09469666 59.80774655 63.55552926],[91.72825112 61.72825112 64.22825112],[ 0.63355446 31.92050457 28.17272186],[ 0.63355446 31.92050457 28.17272186],[ 0.  30.  27.5],91.72825111974015,10.0,0.030851004306344545
-0.015319792058373654,1,47.379617,-0.015319792058373654,nan,nan,[2026.47678111 1375.25408805 2232.83769659],nan,[5635.4319022],[92.53487566 66.01223447 66.52084329],[92.53487566 66.01223447 66.52084329],[93.0722616 66.8222616 66.8222616],[ 0.53738594 27.06002712 26.5514183 ],[ 0.53738594 27.06002712 26.5514183 ],[ 0.   26.25 26.25],93.07226159676829,10.0,0.04579257717532954
-0.009050643659870024,1,47.379931,-0.009050643659870024,nan,nan,[2136.96429177 1782.22056847 2270.88689193],nan,[6190.63204421],[94.53869702 73.71121765 69.4593084 ],[94.53869702 73.71121765 69.4593084 ],[94.95029808 73.70029808 69.95029808],[ 0.41160107 21.23908043 25.49098969],[ 0.41160107 21.23908043 25.49098969],[ 0.   21.25 25.  ],94.95029808358315,10.0,0.05079751001771575
-0.08686891216330897,1,47.380211,-0.08686891216330897,nan,nan,[1707.19039099  981.89912804 2064.34855083],nan,[4757.57091996],[89.75953974 58.63971628 59.51290049],[89.75953974 58.63971628 59.51290049],[90.3185121 60.3185121 60.3185121],[ 0.55897236 31.67879581 30.80561161],[ 0.55897236 31.67879581 30.80561161],[ 0. 30. 30.],90.31851209708138,10.0,0.03506080091003565
-0.07307803765684717,1,47.380489,-0.07307803765684717,nan,nan,[1714.59748784  986.34749533 2063.89671549],nan,[4768.32629795],[89.79045881 58.66331113 59.53637613],[89.79045881 58.66331113 59.53637613],[90.3525926 60.3525926 60.3525926],[ 0.56213379 31.68928146 30.81621647],[ 0.56213379 31.68928146 30.81621647],[ 0. 30. 30.],90.35259259597923,10.0,0.03473945597590778
-0.004046597911425257,1,47.38077,-0.004046597911425257,nan,nan,[2095.94465264 1750.10170613 2284.05872758],nan,[6130.35315709],[94.43729282 73.74876619 69.63733078],[94.43729282 73.74876619 69.63733078],[94.7506559 73.5006559 69.7506559],[ 0.31336308 21.00188971 25.11332512],[ 0.31336308 21.00188971 25.11332512],[ 0.   21.25 25.  ],94.75065589743987,10.0,0.061715945632570136
-0.07719727682679185,1,47.381043,-0.07719727682679185,nan,nan,[1847.64111635  999.14521938 2128.17362348],nan,[4978.8034599],[90.42491207 57.79394875 61.71987782],[90.42491207 57.79394875 61.71987782],[90.9880806 59.7380806 62.2380806],[ 0.56316853 33.19413185 29.26820278],[ 0.56316853 33.19413185 29.26820278],[ 0.   31.25 28.75],90.98808059857946,10.0,0.035898544165253635
-0.0104052275095929,1,47.381317,-0.0104052275095929,nan,nan,[2032.90382595 1543.5017886  2232.56174671],nan,[5809.57186043],[93.19598928 69.63241354 67.08777681],[93.19598928 69.63241354 67.08777681],[93.64672914 69.89672914 67.39672914],[ 0.45073986 24.01431561 26.55895233],[ 0.45073986 24.01431561 26.55895233],[ 0.   23.75 26.25],93.64672914034843,10.0,0.05198395044073768
-0.010125951965250719,1,47.381592,-0.010125951965250719,nan,nan,[1926.126585   1234.19602087 2183.81374676],nan,[5344.6775521],[91.60545733 63.61799147 64.2652693 ],[91.60545733 63.61799147 64.2652693 ],[92.12274458 64.62274458 64.62274458],[ 0.51728725 28.50475311 27.85747528],[ 0.51728725 28.50475311 27.85747528],[ 0.  27.5 27.5],92.12274458247504,10.0,0.045381959584371905
-0.037645658737700004,1,47.632063,-0.037645658737700004,nan,nan,[1871.27068581 1082.42928083 2132.09017347],nan,[5087.70544034],[90.80517605 59.78142098 62.15440586],[90.80517605 59.78142098 62.15440586],[91.32557705 61.32557705 62.57557705],[ 0.520401   31.54415607 29.17117119],[ 0.520401   31.54415607 29.17117119],[ 0.   30.   28.75],91.32557705317797,10.0,0.04148637763745299
-0.04666086890651071,1,47.632482,-0.04666086890651071,nan,nan,[1949.94051356 1165.39945769 2170.68882187],nan,[5288.49645151],[91.32646522 61.58050499 63.75090561],[91.32646522 61.58050499 63.75090561],[91.94762668 63.19762668 64.44762668],[ 0.62116146 30.3671217  28.19672108],[ 0.62116146 30.3671217  28.19672108],[ 0.   28.75 27.5 ],91.94762668377663,10.0,0.03306950854279432
