#{"t_start": 1757885500.709653, "env_id": "None"}
r,l,t,r_cumulative,power,power_floris_opt_stochastic,power_floris_opt,yaw_angles_actual,yaw_angles,yaw_angles_floris_opt,rel_yaw_angles_actual,rel_yaw_angles,rel_yaw_angles_floris_opt,wind_dir,wind_spd,turb_int
-36.72496,1,41729.52271,-2918.2062896814386,"[2593.7325334402594, 1459.3710668771796, 0.0]",6405.5328938379225,6405.5328938379225,[93.4691077  67.44299914 72.37003696],[85.47737503 82.70556355 68.78160858],[94. 69. 69.],[ 0.5308923  26.55700086 21.62996304],[ 8.52262497 11.29443645 25.21839142],[ 0. 25. 25.],94.0,10.0,0.025
-36.769447,1,41729.523228,-2970.1886965449016,"[2608.8448839013954, 1441.4088632818878, 0.0]",6405.5328938379225,6405.5328938379225,[93.76904304 64.99754454 71.65042293],[85.77731037 80.26010895 68.06199455],[94. 69. 69.],[ 0.23095696 29.00245546 22.34957707],[ 8.22268963 13.73989105 25.93800545],[ 0. 25. 25.],94.0,10.0,0.025
-26.126122,1,41729.523479,-2954.8382228307123,"[2750.0212849300947, 2451.1184989796066, 0.0]",7040.566836348752,7040.566836348752,[92.09113605 79.22852971 76.7395457 ],[84.09940338 94.49109411 73.15111732],[96.   76.   74.75],[ 3.90886395 16.77147029 19.2604543 ],[11.90059662  1.50890589 22.84888268],[ 0.   20.   21.25],96.0,10.0,0.075
-36.38432,1,41729.523716,-2957.395916230901,"[2444.9906897490005, 980.3296738069147, 0.0]",5384.396238102012,5384.396238102012,[90.45567901 59.44398762 64.79622114],[82.46394634 74.70655203 61.20779276],[90.   61.25 60.  ],[-0.45567901 30.55601238 25.20377886],[ 7.53605366 15.29344797 28.79220724],[ 0.   28.75 30.  ],90.0,10.0,0.05
-28.246752,1,41729.523948,-2955.7500531975293,"[2694.341909639778, 1185.1928731960027, 0.0]",5406.772348175144,5406.772348175144,[88.54328544 61.02418543 65.52948702],[80.55155277 76.28674984 61.94105864],[90.   62.5  61.25],[ 1.45671456 28.97581457 24.47051298],[ 9.44844723 13.71325016 28.05894136],[ 0.   27.5  28.75],90.0,10.0,0.075
-41.29938,1,41729.524189,-2979.02561362263,"[2420.5150973062405, 1058.7943176529288, 0.0]",5927.210961873994,5927.210961873994,[93.15424068 59.27647902 67.58309066],[85.16250801 74.53904343 63.99466228],[92.  62.  64.5],[-1.15424068 32.72352098 24.41690934],[ 6.83749199 17.46095657 28.00533772],[ 0.  30.  27.5],92.0,10.0,0.025
-36.412544,1,41729.524416,-3020.8025607801683,"[2648.228427473743, 1828.6889229541414, 0.0]",7040.566836348752,7040.566836348752,[91.91198833 77.97321536 76.39864528],[83.92025566 93.23577976 72.8102169 ],[96.   76.   74.75],[ 4.08801167 18.02678464 19.60135472],[12.07974434  2.76422024 23.1897831 ],[ 0.   20.   21.25],96.0,10.0,0.075
-44.665028,1,41729.524648,-3032.1257697221786,"[2228.650819755187, 750.8033593280078, 0.0]",5384.396238102012,5384.396238102012,[89.86567409 58.31122757 63.90861023],[81.87394142 73.57379198 60.32018185],[90.   61.25 60.  ],[ 0.13432591 31.68877243 26.09138977],[ 8.12605858 16.42620802 29.67981815],[ 0.   28.75 30.  ],90.0,10.0,0.05
-25.5646,1,41729.524879,-2943.678837412218,"[2976.7129989138834, 2263.961074996349, 0.0]",7040.566836348752,7040.566836348752,[93.1835223  76.75401427 77.04334819],[85.19178963 92.01657867 73.45491982],[96.   76.   74.75],[ 2.8164777  19.24598573 18.95665181],[10.80821037  3.98342133 22.54508018],[ 0.   20.   21.25],96.0,10.0,0.075
-36.867302,1,41729.525111,-3033.3551579727223,"[2412.152325235995, 1321.5405302346028, 0.0]",5914.039791785825,5914.039791785825,[90.89600666 66.5914519  69.16651905],[82.90427399 81.8540163  65.57809067],[92.   65.75 64.5 ],[ 1.10399334 25.4085481  22.83348095],[ 9.09572601 10.1459837  26.42190933],[ 0.   26.25 27.5 ],92.0,10.0,0.075
