number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_learning_rate,params_train_freq,state
48,1.3653543201484402,2025-11-21 06:48:41.518433,2025-11-21 07:29:55.727239,0 days 00:41:14.208806,0.0010048116009640363,0.0009968949708080539,16,COMPLETE
49,1.0501143874420873,2025-11-21 06:48:47.321383,2025-11-21 07:30:07.682552,0 days 00:41:20.361169,0.018996857176062976,0.0008214222041424871,16,COMPLETE
50,1.0688991949933015,2025-11-21 07:19:47.479111,2025-11-21 07:30:47.766564,0 days 00:11:00.287453,0.0010477389627155755,0.00012091960968896513,16,COMPLETE
51,0.8954062539630342,2025-11-21 07:20:35.471194,2025-11-21 07:29:46.189203,0 days 00:09:10.718009,0.019960120762905785,0.00014254912523134746,17,COMPLETE
52,0.9890736122775288,2025-11-21 07:25:16.491903,2025-11-21 07:33:16.347922,0 days 00:07:59.856019,0.0011629491315648273,0.00010212608408742775,17,COMPLETE
53,1.1348278225892858,2025-11-21 07:27:10.814659,2025-11-21 07:40:08.915361,0 days 00:12:58.100702,0.08816392200144801,0.0003768356873458863,9,COMPLETE
54,0.9052821134002412,2025-11-21 07:27:31.282573,2025-11-21 08:01:13.123770,0 days 00:33:41.841197,0.07514731361276171,0.0004622614616261493,11,COMPLETE
55,1.0716984503975646,2025-11-21 07:27:31.501280,2025-11-21 08:01:43.019039,0 days 00:34:11.517759,0.024816861909620524,0.0004931762620174152,12,COMPLETE
56,1.1752967946686717,2025-11-21 07:27:35.726563,2025-11-21 08:02:13.381364,0 days 00:34:37.654801,0.08840007758391118,0.0005327200467549598,12,COMPLETE
57,1.2109453366499006,2025-11-21 07:27:40.141357,2025-11-21 08:03:07.169036,0 days 00:35:27.027679,0.07329690104967759,0.0004558103951845924,11,COMPLETE
58,0.9810949012982303,2025-11-21 07:27:43.555476,2025-11-21 08:02:39.614361,0 days 00:34:56.058885,0.07411782847106499,0.0005074727451827401,11,COMPLETE
59,1.289307946877022,2025-11-21 07:27:48.460900,2025-11-21 08:03:08.353110,0 days 00:35:19.892210,0.07706750370014927,0.00048651334905729375,11,COMPLETE
60,1.194405664194375,2025-11-21 07:27:50.796205,2025-11-21 08:02:39.524227,0 days 00:34:48.728022,0.08591691732286809,0.0005175084241192575,11,COMPLETE
61,1.2369916454554155,2025-11-21 07:27:51.030033,2025-11-21 08:02:45.825790,0 days 00:34:54.795757,0.09138107764728651,0.00048069328682956306,11,COMPLETE
62,1.3077128048052662,2025-11-21 07:27:52.223588,2025-11-21 08:03:13.629023,0 days 00:35:21.405435,0.07046637153776379,0.0005070335427233787,11,COMPLETE
63,1.2932841190346775,2025-11-21 07:27:52.468992,2025-11-21 08:03:07.331970,0 days 00:35:14.862978,0.08212537886898716,0.0005059986102339929,11,COMPLETE
64,1.0557714068616837,2025-11-21 07:27:54.127453,2025-11-21 08:02:45.010228,0 days 00:34:50.882775,0.07592540977313873,0.00041939440344457865,11,COMPLETE
65,1.1155236972574298,2025-11-21 07:28:05.836369,2025-11-21 08:05:04.535275,0 days 00:36:58.698906,0.07750589439207145,0.0004673183219021699,12,COMPLETE
66,1.4256995384757947,2025-11-21 07:28:08.670196,2025-11-21 08:04:30.592632,0 days 00:36:21.922436,0.08820644783041647,0.0004552353875420882,11,COMPLETE
67,1.2618985060867862,2025-11-21 07:28:13.187367,2025-11-21 08:04:51.967175,0 days 00:36:38.779808,0.06671808018649819,0.0004663108825788499,12,COMPLETE
68,1.007488267753179,2025-11-21 07:28:13.435043,2025-11-21 08:05:04.254599,0 days 00:36:50.819556,0.08341350004535764,0.00047798922861433136,11,COMPLETE
69,1.4030158350673072,2025-11-21 07:28:15.615180,2025-11-21 08:04:33.667415,0 days 00:36:18.052235,0.02504462056609493,0.00046989709897063403,11,COMPLETE
70,1.2695781432006892,2025-11-21 07:28:44.097075,2025-11-21 08:05:08.248057,0 days 00:36:24.150982,0.09658382113505572,0.00047709574678539386,11,COMPLETE
71,1.07073405698246,2025-11-21 07:29:46.191108,2025-11-21 08:05:27.416252,0 days 00:35:41.225144,0.09771528060591798,0.00047094670356920824,11,COMPLETE
72,1.1438780132987654,2025-11-21 07:29:55.729096,2025-11-21 08:05:24.778915,0 days 00:35:29.049819,0.07594898167944071,0.0005008519056423982,11,COMPLETE
73,1.1902771137966817,2025-11-21 07:30:07.684222,2025-11-21 08:05:30.093388,0 days 00:35:22.409166,0.08822799511589619,0.00047793552427082323,11,COMPLETE
74,1.2318275084334738,2025-11-21 07:30:14.430766,2025-11-21 08:06:18.187292,0 days 00:36:03.756526,0.08022178305080245,0.00048211803339577895,12,COMPLETE
75,1.2123646224319096,2025-11-21 07:30:25.898624,2025-11-21 08:05:41.670342,0 days 00:35:15.771718,0.08142865671765527,0.000477293538965054,11,COMPLETE
76,1.0313144316473917,2025-11-21 07:30:47.768054,2025-11-21 08:05:44.426368,0 days 00:34:56.658314,0.08558930956379594,0.0004890616157127771,11,COMPLETE
77,1.161746928054355,2025-11-21 07:33:16.349443,2025-11-21 08:05:43.229085,0 days 00:32:26.879642,0.07698104138332633,0.0004896809261736348,11,COMPLETE
78,1.067537416240532,2025-11-21 07:40:08.916992,2025-11-21 08:06:07.747316,0 days 00:25:58.830324,0.02468432920144548,0.0004352040531478575,11,COMPLETE
79,1.3448005631888287,2025-11-21 08:01:13.127723,2025-11-21 08:12:05.434500,0 days 00:10:52.306777,0.01093131564167186,0.0002817943771107891,7,COMPLETE
80,0.9244446982657826,2025-11-21 08:01:43.021253,2025-11-21 08:19:47.451058,0 days 00:18:04.429805,0.17938023553008256,0.0006775191538835741,15,COMPLETE
81,1.4374050253571673,2025-11-21 08:02:13.383907,2025-11-21 08:25:56.708419,0 days 00:23:43.324512,0.15243070668787784,0.0006847487256954676,15,COMPLETE
82,1.0971358981246073,2025-11-21 08:02:39.526161,2025-11-21 08:28:22.249875,0 days 00:25:42.723714,0.1368804187975447,0.0006569595369762771,15,COMPLETE
83,1.1349789396874375,2025-11-21 08:02:39.615587,2025-11-21 08:28:15.198460,0 days 00:25:35.582873,0.13529768726766697,0.000673625561773124,15,COMPLETE
84,1.1995778324705897,2025-11-21 08:02:45.013860,2025-11-21 08:28:39.285411,0 days 00:25:54.271551,0.13075174768222195,0.0006630972749109024,15,COMPLETE
85,0.949918415236828,2025-11-21 08:02:45.827328,2025-11-21 08:28:36.034217,0 days 00:25:50.206889,0.13744969778979485,0.0006672278055659508,15,COMPLETE
86,1.3081604566523486,2025-11-21 08:03:07.171352,2025-11-21 08:28:19.238007,0 days 00:25:12.066655,0.14553564104020256,0.0006761445675594779,15,COMPLETE
87,1.1674408644983405,2025-11-21 08:03:07.333255,2025-11-21 08:27:58.944425,0 days 00:24:51.611170,0.13704302000501045,0.0006646847843584475,15,COMPLETE
